SL4.0ch00	1402348	1402883	0	0	0	0	259	38
SL4.0ch00	1405760	1417376	2	2	0	0	8	22
SL4.0ch00	1408919	1417376	2	2	0	0	1	22
SL4.0ch00	1444621	1445156	0	0	0	0	259	38
SL4.0ch00	1463704	1464567	0	0	0	0	57	34
SL4.0ch00	1466035	1466056	0	0	0	0	44	33
SL4.0ch00	1470754	1471439	1	5	0	0	99	36
SL4.0ch00	1557808	1558343	0	0	0	0	259	38
SL4.0ch00	1561220	1572836	2	2	0	0	8	22
SL4.0ch00	1564379	1572836	2	2	0	0	1	22
SL4.0ch00	2484710	2485245	0	0	0	0	259	38
SL4.0ch00	2503793	2504656	0	0	0	0	57	34
SL4.0ch00	2506121	2506142	0	0	0	0	44	33
SL4.0ch00	2510840	2511525	1	5	0	0	99	36
SL4.0ch00	3786020	3794477	1	1	0	0	1	22
SL4.0ch00	3786020	3797636	1	1	0	0	8	22
SL4.0ch00	3800513	3801048	0	0	0	0	259	38
SL4.0ch00	3819596	3820459	0	0	0	0	57	34
SL4.0ch00	3821927	3821948	0	0	0	0	44	33
SL4.0ch00	3826646	3827331	1	5	0	0	99	36
SL4.0ch00	5523860	5539229	1	1	0	2	0	14
SL4.0ch00	5969521	5970617	2	4	0	0	4	28
SL4.0ch00	6160918	6184721	1	1	0	1	0	18
SL4.0ch00	6459943	6469735	2	6	0	1	0	15
SL4.0ch00	6874289	6874974	0	0	0	0	99	36
SL4.0ch00	6881161	6882024	2	6	0	0	57	35
SL4.0ch00	6883586	6884002	2	2	1	96	1	5
SL4.0ch00	6900573	6901108	0	0	0	0	259	38
SL4.0ch00	6903680	6911575	1	1	0	1	0	12
SL4.0ch00	6907132	6919718	2	2	0	0	3	25
SL4.0ch00	7329098	7329783	0	0	0	0	99	36
SL4.0ch00	7334776	7335638	2	6	0	0	57	35
SL4.0ch00	7353617	7354152	0	0	0	0	259	38
SL4.0ch00	7372700	7373563	0	0	0	0	57	34
SL4.0ch00	7375030	7375051	0	0	0	0	44	33
SL4.0ch00	7379749	7380434	1	5	0	0	99	36
SL4.0ch00	7688552	7688831	1	1	1	33	0	5
SL4.0ch00	7888619	7903977	1	1	0	0	4	36
SL4.0ch00	7888619	7913035	1	1	0	0	4	36
SL4.0ch00	8538979	8556921	1	1	0	0	24	26
SL4.0ch00	8540157	8558116	2	2	0	0	3	16
SL4.0ch00	8540358	8558318	2	2	0	0	3	14
SL4.0ch00	8543928	8560005	2	2	0	1	0	14
SL4.0ch00	8543931	8560005	2	2	0	0	1	15
SL4.0ch00	8547924	8556921	1	1	0	0	31	26
SL4.0ch00	8547924	8565979	1	1	0	0	24	26
SL4.0ch00	8548256	8556950	2	2	0	0	1	17
SL4.0ch00	8549310	8558318	2	2	0	0	3	14
SL4.0ch00	8549339	8558347	1	3	0	0	1	13
SL4.0ch00	8552887	8560005	2	2	0	0	1	15
SL4.0ch00	8558013	8567061	2	4	0	0	68	26
SL4.0ch00	8558077	8567123	2	4	0	56	97	19
SL4.0ch00	8945083	8954072	2	2	0	0	13	14
SL4.0ch00	8952881	8961938	1	1	0	1	6	30
SL4.0ch01	63697	64029	1	1	1	34	0	26
SL4.0ch01	84032	84113	2	2	1	24	0	31
SL4.0ch01	84946	85399	2	2	1	14	0	13
SL4.0ch01	98228	98644	2	2	1	31	0	8
SL4.0ch01	99314	100034	2	2	1	27	0	32
SL4.0ch01	100220	100844	2	2	1	35	0	5
SL4.0ch01	101125	101211	2	2	1	28	0	8
SL4.0ch01	146987	147645	2	2	1	17	0	20
SL4.0ch01	181718	182880	1	1	1	1	0	10
SL4.0ch01	202785	202880	1	1	1	1	0	16
SL4.0ch01	204394	204605	1	3	1	22	0	20
SL4.0ch01	205165	205277	1	1	1	6	0	31
SL4.0ch01	206202	206289	2	2	1	7	0	32
SL4.0ch01	207121	207225	2	2	1	28	0	25
SL4.0ch01	207271	207375	2	2	1	28	0	6
SL4.0ch01	212609	212710	1	1	1	21	0	24
SL4.0ch01	214286	214396	2	2	1	14	0	30
SL4.0ch01	246236	246490	2	2	0	15	0	17
SL4.0ch01	248763	248883	2	2	1	17	0	20
SL4.0ch01	249055	249142	2	2	1	3	0	13
SL4.0ch01	250438	250533	2	2	1	27	0	22
SL4.0ch01	290202	290287	1	1	1	21	0	19
SL4.0ch01	290376	290487	1	1	1	155	0	37
SL4.0ch01	290572	291097	1	1	1	116	0	35
SL4.0ch01	291227	291627	1	1	1	141	0	36
SL4.0ch01	301678	302759	0	0	1	13	0	18
SL4.0ch01	302856	302975	1	1	1	13	0	28
SL4.0ch01	303102	303847	1	1	1	70	0	36
SL4.0ch01	336871	337677	2	2	1	3	0	16
SL4.0ch01	364729	364855	1	1	1	1	0	23
SL4.0ch01	410902	410991	1	1	1	13	0	37
SL4.0ch01	412060	412145	1	1	1	4	0	11
SL4.0ch01	412269	412357	1	1	1	36	0	20
SL4.0ch01	414971	415057	2	2	1	33	0	26
SL4.0ch01	415341	416245	2	2	1	27	0	9
SL4.0ch01	416439	416524	2	2	0	17	0	37
SL4.0ch01	419742	420003	2	2	1	42	0	27
SL4.0ch01	420082	420170	2	2	1	54	0	28
SL4.0ch01	420454	421000	2	2	1	73	0	33
SL4.0ch01	443052	443139	2	2	1	320	0	29
SL4.0ch01	443355	444092	2	2	1	1	0	31
SL4.0ch01	451755	453600	2	2	0	1	0	19
SL4.0ch01	465013	465096	1	1	0	13	0	22
SL4.0ch01	487649	488226	1	1	1	159	0	34
SL4.0ch01	500715	504611	1	1	0	0	17	25
SL4.0ch01	504525	504611	1	1	0	0	17	25
SL4.0ch01	542069	542691	1	1	1	36	0	25
SL4.0ch01	542811	542905	1	1	1	10	0	23
SL4.0ch01	544147	544262	1	1	1	32	0	34
SL4.0ch01	544722	545275	1	1	1	54	0	34
SL4.0ch01	545419	545620	1	1	1	73	0	25
SL4.0ch01	550098	550439	1	1	1	14	0	35
SL4.0ch01	551582	551886	1	1	1	10	0	16
SL4.0ch01	588573	591149	2	2	1	0	1	4
SL4.0ch01	629811	629902	2	2	1	14	0	25
SL4.0ch01	663954	664632	2	2	1	2	0	17
SL4.0ch01	728475	728552	2	2	1	5	0	5
SL4.0ch01	776598	776871	2	2	1	25	0	21
SL4.0ch01	777153	777488	2	2	1	5	0	24
SL4.0ch01	777561	777657	2	2	1	49	0	21
SL4.0ch01	777694	778287	2	2	1	49	0	24
SL4.0ch01	778880	781384	2	2	1	142	0	22
SL4.0ch01	781508	781606	2	2	1	94	0	27
SL4.0ch01	798791	798887	1	1	0	24	0	18
SL4.0ch01	815862	816613	2	2	1	1170	0	35
SL4.0ch01	816830	817083	2	2	1	33	0	38
SL4.0ch01	817167	817825	2	2	1	3	0	38
SL4.0ch01	823227	824682	2	2	1	0	36	3
SL4.0ch01	868701	868809	1	1	0	38	0	24
SL4.0ch01	953224	953368	2	2	1	11	0	3
SL4.0ch01	953547	953632	2	2	1	23	0	7
SL4.0ch01	958027	958101	2	2	1	23	0	38
SL4.0ch01	1029275	1029371	2	2	1	215	0	33
SL4.0ch01	1029588	1030323	2	2	1	18	0	14
SL4.0ch01	1095762	1096061	2	2	1	5	0	14
SL4.0ch01	1103472	1104137	1	1	1	34	0	20
SL4.0ch01	1192406	1192936	2	2	1	61	0	29
SL4.0ch01	1286625	1286753	2	2	0	14	0	36
SL4.0ch01	1301968	1302395	1	1	1	5	0	25
SL4.0ch01	1372536	1374428	1	1	0	38	0	33
SL4.0ch01	1378168	1378269	1	1	1	1	0	21
SL4.0ch01	1378488	1378837	1	1	1	98	0	36
SL4.0ch01	1384941	1385047	1	1	1	52	0	37
SL4.0ch01	1399535	1401999	1	1	0	154	0	37
SL4.0ch01	1408824	1408932	2	2	1	33	0	26
SL4.0ch01	1409196	1409282	2	2	1	4	0	15
SL4.0ch01	1409875	1411566	2	2	0	1	0	37
SL4.0ch01	1430659	1431032	2	2	1	1	0	36
SL4.0ch01	1480267	1481223	2	2	1	174	0	33
SL4.0ch01	1483663	1485182	2	2	1	3	0	18
SL4.0ch01	1517810	1517951	1	1	1	36	0	23
SL4.0ch01	1523553	1524322	2	2	1	40	0	24
SL4.0ch01	1610058	1610268	2	2	1	42	0	20
SL4.0ch01	1719046	1719452	2	2	1	8	0	37
SL4.0ch01	1751745	1752771	2	2	1	7	0	3
SL4.0ch01	1881251	1882001	2	2	1	59	0	32
SL4.0ch01	1883096	1883261	2	2	1	24	0	21
SL4.0ch01	1899047	1900141	1	1	1	8	0	25
SL4.0ch01	1969899	1970664	2	2	1	51	0	28
SL4.0ch01	1970791	1971153	2	2	1	3	0	37
SL4.0ch01	2032165	2032940	2	2	1	2	0	26
SL4.0ch01	2033883	2034380	2	2	1	37	0	6
