Chr1	7070	7156	2	2	0	3	0	22
Chr1	7233	7383	2	2	1	9	0	13
Chr1	24963	25040	1	1	1	7	0	35
Chr1	26453	26542	1	1	1	1	0	22
Chr1	30817	30901	1	1	0	3	0	35
Chr1	31425	31520	2	2	0	24	0	38
Chr1	31603	31692	2	2	1	9	0	37
Chr1	31814	31932	2	2	1	12	0	37
Chr1	31999	32087	2	2	1	3	0	10
Chr1	35964	36623	2	2	0	1	0	36
Chr1	45560	45645	2	2	0	27	0	33
Chr1	45955	46043	2	2	0	2	0	18
Chr1	47983	48074	2	2	1	88	3	37
Chr1	48853	48935	2	2	1	3	0	7
Chr1	50338	50418	2	2	0	88	0	38
Chr1	50338	51125	2	2	1	6	0	6
Chr1	50632	50882	2	2	0	11	0	25
Chr1	50964	51125	2	2	0	5	0	37
Chr1	64476	64581	2	2	0	20	4	35
Chr1	64657	64750	2	2	0	14	0	37
Chr1	64808	64900	2	2	1	5	0	21
Chr1	65018	65109	2	2	1	50	0	37
Chr1	65218	65330	2	2	1	11	0	26
Chr1	73396	73487	1	1	1	5	0	5
Chr1	73741	73821	1	1	1	13	0	35
Chr1	74251	74337	2	4	0	1	0	31
Chr1	74456	74660	2	2	1	7	0	36
Chr1	97806	98456	1	1	1	1	0	10
Chr1	98606	98907	1	1	1	2	0	38
Chr1	115340	115960	1	1	1	3	0	30
Chr1	121407	121492	2	2	0	22	0	37
Chr1	121407	124920	2	2	1	1	0	5
Chr1	123502	123578	2	2	0	99	0	38
Chr1	123670	123784	2	2	1	50	0	34
Chr1	123898	123991	2	2	1	7	0	25
Chr1	125047	130371	2	2	1	1	209	9
Chr1	126590	126685	2	2	1	32	0	37
Chr1	126841	126934	2	2	1	3	0	14
Chr1	127783	127867	2	2	1	8	0	27
Chr1	127936	128027	2	2	1	4	0	26
Chr1	128313	128478	2	2	1	5	0	37
Chr1	128552	128967	2	2	1	5	0	33
Chr1	129061	129852	2	2	1	2	0	20
Chr1	129915	130038	2	2	1	1	0	16
Chr1	130150	130371	2	2	0	121	0	37
Chr1	136817	136934	1	1	1	29	2	37
Chr1	137759	137847	1	1	1	4	0	6
Chr1	158113	158253	2	2	1	2	0	16
Chr1	159993	160078	2	2	1	1	0	15
Chr1	160303	160417	2	2	1	4	0	36
Chr1	172522	172613	1	1	0	2	0	36
Chr1	172545	172620	2	2	1	35	0	34
Chr1	180853	181346	2	2	1	86	0	37
Chr1	181423	182060	2	2	0	11	0	33
Chr1	182136	182252	2	2	1	1	0	32
Chr1	189465	189561	1	1	1	2	0	23
Chr1	189676	189764	1	1	1	22	0	32
Chr1	198184	198266	1	1	1	19	0	36
Chr1	199764	199889	1	1	1	4	0	34
Chr1	199960	200510	1	1	0	2	0	16
Chr1	205950	207324	1	1	1	0	3	3
Chr1	222360	222621	2	2	1	1	0	32
Chr1	223867	223944	2	2	1	7	0	32
Chr1	226082	226170	2	2	1	124	0	36
Chr1	226312	226395	2	2	1	15	0	31
Chr1	229935	230348	1	1	1	1	0	28
Chr1	230460	230558	1	1	1	15	0	27
Chr1	233471	233547	2	2	1	1	0	30
Chr1	240893	240964	2	2	1	3	0	21
Chr1	243747	244034	2	2	1	2	0	12
Chr1	251441	251538	1	1	1	2	0	34
Chr1	263935	264072	1	1	1	4	0	14
Chr1	264393	264519	1	1	1	4	0	7
Chr1	265438	265577	1	1	1	2	0	26
Chr1	265627	265776	1	1	1	3	0	32
Chr1	265846	265951	1	1	1	1	0	14
Chr1	267578	267676	1	1	1	2	0	5
Chr1	268995	269082	1	1	1	2	0	30
Chr1	269818	291397	2	2	0	3	0	18
Chr1	271290	271378	1	1	1	1	0	34
Chr1	272556	272650	2	2	0	4	0	34
Chr1	276318	276404	2	2	0	2	0	22
Chr1	279426	279535	1	1	1	1	0	28
Chr1	281537	281758	1	1	1	2	0	11
Chr1	282190	282483	1	1	1	2	0	22
Chr1	282767	282848	1	1	1	49	0	38
Chr1	289593	289717	1	1	1	1	0	18
Chr1	289777	290027	1	1	1	3	0	34
Chr1	290496	290577	1	1	1	3	0	22
Chr1	290653	290746	1	1	0	3	0	29
Chr1	294121	294209	1	1	1	2	0	18
Chr1	294387	294510	1	1	0	6	0	32
Chr1	296249	296361	2	2	1	37	0	37
Chr1	296536	296625	2	2	1	6	0	16
Chr1	296701	296781	2	2	1	62	0	38
Chr1	296863	296950	2	2	1	19	0	30
Chr1	297026	297100	2	2	1	1	0	14
Chr1	313760	313879	2	2	0	2	0	23
Chr1	319297	319371	1	1	0	1	0	37
Chr1	320146	320251	2	2	1	3	0	5
Chr1	320297	320379	2	2	1	3	0	26
Chr1	320458	320768	2	2	1	7	0	28
Chr1	323085	323207	1	1	1	1	0	12
Chr1	323841	324257	1	1	1	1	0	35
Chr1	327085	327236	1	1	1	3	0	11
Chr1	327387	327487	1	1	1	9	0	25
Chr1	327577	327662	1	1	1	1	0	20
Chr1	327867	327999	1	1	1	3	0	25
Chr1	328108	328187	1	1	1	3	0	35
Chr1	333046	333128	2	2	1	2	0	28
Chr1	334764	334898	2	2	1	6	0	9
Chr1	350571	350657	1	1	1	7	0	9
Chr1	374190	374271	1	1	1	2	0	37
Chr1	378192	378297	1	1	1	3	0	29
