Chr1	3914	3995	1	1	1	5	0	37
Chr1	4277	4485	1	1	1	3	0	43
Chr1	4606	4705	1	1	1	7	0	38
Chr1	5096	5173	1	1	1	21	0	48
Chr1	5327	5438	1	1	1	17	0	49
Chr1	6264	6436	2	4	0	1	0	26
Chr1	7070	7156	2	2	0	58	0	50
Chr1	7233	7383	2	2	1	48	0	50
Chr1	7448	7563	2	2	0	1	0	28
Chr1	7451	7563	2	2	0	40	0	49
Chr1	7650	7761	2	2	0	32	0	50
Chr1	7650	8235	2	2	0	1	0	19
Chr1	7836	7941	2	2	1	23	0	50
Chr1	7902	8235	2	2	0	4	0	29
Chr1	7988	8235	2	2	0	22	0	47
Chr1	7988	8289	2	2	0	2	0	36
Chr1	8326	8416	2	2	1	23	0	48
Chr1	8465	8570	2	2	0	25	0	48
Chr1	8465	8593	2	2	0	8	0	49
Chr1	13174	13334	2	2	0	6	0	41
Chr1	25436	25523	1	1	1	1	0	21
Chr1	25744	25824	1	1	1	1	0	27
Chr1	25998	26080	1	1	1	1	0	7
Chr1	26204	26291	1	1	1	3	0	41
Chr1	26453	26542	1	1	1	1	0	25
Chr1	26777	26861	1	1	1	2	0	33
Chr1	27013	27098	1	1	1	6	0	35
Chr1	27282	27371	1	1	0	1	0	29
Chr1	27534	27617	1	1	0	1	0	24
Chr1	27714	27802	1	1	1	1	0	7
Chr1	28432	28707	1	1	1	3	0	32
Chr1	28806	28889	1	1	1	6	0	46
Chr1	29081	29159	1	1	1	10	0	41
Chr1	30066	30146	1	1	1	51	0	50
Chr1	30312	30409	1	1	1	62	0	49
Chr1	30817	30901	1	1	0	45	0	49
Chr1	31425	31520	2	2	0	799	0	50
Chr1	31603	31692	2	2	1	523	0	50
Chr1	31814	31932	2	2	1	441	0	50
Chr1	31999	32087	2	2	1	492	0	50
Chr1	32196	32281	2	2	1	324	0	50
Chr1	32348	32430	2	2	1	227	0	31
Chr1	32460	32546	2	2	1	222	0	30
Chr1	32671	33028	2	2	0	151	0	48
Chr1	33859	33980	2	2	0	3	0	34
Chr1	34328	34400	2	2	0	18	0	50
Chr1	35472	35566	2	2	0	1	0	43
Chr1	35475	35566	2	2	0	3	0	48
